Linux 3.10.0-229.4.2.el7.x86_64 (d01enspbsedb1) 	09/01/16 	_x86_64_	(2 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:40:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
01:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
01:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
01:50:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
01:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:00:01          0     99.96      0.00      0.02      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:00:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.03      0.00      0.00      0.00
02:10:01        all     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:10:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:10:01          1     99.91      0.00      0.07      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:20:01        all     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:20:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:20:01          1     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:30:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:30:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:40:01        all     99.94      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:40:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:40:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:50:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
02:50:01          1     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:00:02        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:00:02          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:00:02          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:10:02        all     99.94      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:10:02          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:10:02          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:20:01        all     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:20:01          0     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:20:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:30:01        all     99.92      0.02      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:30:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:30:01          1     99.90      0.03      0.04      0.00      0.00      0.00      0.03      0.00      0.00      0.00
03:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:40:01          0     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:40:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:50:01          0     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
03:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:00:01        all     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:00:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:10:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:10:01          1     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:20:01        all     99.79      0.00      0.19      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:20:01          0     99.84      0.00      0.14      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:20:01          1     99.72      0.00      0.25      0.00      0.00      0.00      0.03      0.00      0.00      0.00
04:30:01        all     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:30:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:30:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:40:01        all     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:40:01          0     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:50:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
04:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:00:01        all     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:00:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:10:01          0     99.93      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:10:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:20:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:20:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:20:01          1     99.93      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:30:01        all     99.95      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:30:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:30:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:40:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:50:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
05:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:00:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:00:01          1     99.95      0.00      0.02      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:10:01          0     99.93      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:10:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:20:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:20:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:20:01          1     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:30:01          0     99.97      0.00      0.02      0.00      0.00      0.00      0.01      0.00      0.00      0.00
06:30:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:40:01          0     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:40:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:50:01          0     99.95      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
06:50:01          1     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:00:01          0     99.95      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:10:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:10:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00

07:10:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:20:02        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:20:02          0     99.93      0.00      0.06      0.00      0.00      0.00      0.01      0.00      0.00      0.00
07:20:02          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:30:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:30:01          1     99.96      0.00      0.02      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:40:01          0     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:50:02        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:50:02          0     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
07:50:02          1     99.93      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:00:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:10:01        all     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:10:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:10:01          1     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:20:01        all     99.78      0.00      0.19      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:20:01          0     99.79      0.00      0.19      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:20:01          1     99.78      0.00      0.20      0.00      0.00      0.00      0.03      0.00      0.00      0.00
08:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:30:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:30:01          1     99.94      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:40:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.01      0.00      0.00      0.00
08:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:50:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
08:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:00:01          0     99.95      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:10:01          0     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:10:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:20:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:20:01          0     99.95      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:20:01          1     99.91      0.00      0.07      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:30:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:30:01          1     99.95      0.00      0.02      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:40:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:50:01          0     99.94      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
09:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:00:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:10:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:10:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:20:01        all     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:20:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.01      0.00      0.00      0.00
10:20:01          1     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:30:02        all     99.95      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:30:02          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:30:02          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:40:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:40:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:50:01        all     99.89      0.00      0.08      0.00      0.00      0.00      0.03      0.00      0.00      0.00
10:50:01          0     99.89      0.00      0.09      0.00      0.00      0.00      0.02      0.00      0.00      0.00
10:50:01          1     99.88      0.00      0.08      0.00      0.00      0.00      0.04      0.00      0.00      0.00
11:00:01        all     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:00:01          0     99.94      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:00:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:10:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.01      0.00      0.00      0.00
11:10:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:20:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:20:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:20:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:30:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:30:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:40:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:40:01          1     99.91      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:50:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
11:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:00:01        all     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:00:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:10:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:10:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:20:01        all     99.78      0.00      0.19      0.00      0.00      0.00      0.03      0.00      0.00      0.00
12:20:01          0     99.76      0.00      0.21      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:20:01          1     99.80      0.00      0.17      0.00      0.00      0.00      0.03      0.00      0.00      0.00
12:30:01        all     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:30:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:30:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:40:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:40:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:50:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
12:50:01          1     99.92      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:00:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.01      0.00      0.00      0.00
13:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:10:01          0     99.93      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:10:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.03      0.00      0.00      0.00
13:20:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:20:01          0     99.91      0.00      0.07      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:20:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:30:01          0     99.95      0.00      0.04      0.00      0.00      0.00      0.01      0.00      0.00      0.00
13:30:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:40:01          0     99.94      0.00      0.05      0.00      0.00      0.00      0.01      0.00      0.00      0.00
13:40:01          1     99.94      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:50:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
13:50:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:00:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:00:01          0     99.95      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:00:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:10:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:10:01          0     99.93      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:10:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:20:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:20:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:20:01          1     99.91      0.00      0.06      0.00      0.00      0.00      0.02      0.00      0.00      0.00

14:20:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
14:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:30:01          0     99.96      0.00      0.02      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:30:01          1     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:40:01          0     99.94      0.00      0.04      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:50:01        all     99.90      0.00      0.07      0.00      0.00      0.00      0.03      0.00      0.00      0.00
14:50:01          0     99.89      0.00      0.08      0.00      0.00      0.00      0.02      0.00      0.00      0.00
14:50:01          1     99.91      0.00      0.06      0.00      0.00      0.00      0.03      0.00      0.00      0.00
15:00:01        all     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:00:01          0     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:00:01          1     99.93      0.00      0.04      0.00      0.00      0.00      0.03      0.00      0.00      0.00
15:10:01        all     99.86      0.00      0.11      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:10:01          0     99.89      0.00      0.09      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:10:01          1     99.84      0.00      0.13      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:20:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:20:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:20:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:30:01        all     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:30:01          0     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:30:01          1     99.95      0.00      0.03      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:40:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:40:01          0     99.92      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:40:01          1     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:50:01        all     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
15:50:01          0     99.93      0.00      0.05      0.00      0.00      0.00      0.02      0.00      0.00      0.00
